address,duplicate_address,code geographique,nom du territoire,CUBF,serial_number,lin_dim,area,max_num_floor,construction year,year_real_esti,floor_area,code_phys_conn,type_const,num_dwell,num_rental,num_non_res,value_prop,code_arrondissement,nom_arrondissement
180 chemin du LAC-PHILIPPE,9999,82035,La Pêche,7611,4354 07 5916,9999.0,5461490.0,1,9999,9999,9999.0,9999,9999,9999,9999,1,2057100,9999,9999
24 chemin SHOULDICE,9999,82035,La Pêche,7424,4461 72 6951,252.03,33141.6,1,1991,R,334.5,1,9999,9999,9999,1,332800,9999,9999
chemin SAINTE-CECILE-DE-MASHAM,9999,82035,La Pêche,7611,4553 93 1512,9999.0,7087800.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,980000,9999,9999
chemin SAINTE-CECILE-DE-MASHAM,9999,82035,La Pêche,7611,4554 67 0944,9999.0,5365650.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,792200,9999,9999
61 chemin MILL,9999,82035,La Pêche,7611,4755 76 7813,9999.0,3959806.3,1,2011,R,181.6,1,9999,9999,9999,1,2117400,9999,9999
756 chemin RIVERSIDE,9999,82035,La Pêche,7611,4955 22 5179,225.5,1777.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,86000,9999,9999
780 chemin RIVERSIDE,9999,82035,La Pêche,7611,4955 25 8543,277.2,4100.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,110800,9999,9999
710 chemin RIVERSIDE,9999,82035,La Pêche,7611,4955 40 1208,352.06,5160.5,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,113400,9999,9999
7 chemin des ERABLES,9999,82035,La Pêche,7424,4960 04 4744,84.51,1809.4,1,1950,R,140.4,1,1,9999,9999,9999,88900,9999,9999
52 chemin des SOURCES,9999,82035,La Pêche,7424,5255 93 2887,9999.0,686510.0,1,2008,R,9999.0,9999,9999,9999,9999,1,406100,9999,9999
40 chemin des SENTIERS,9999,82035,La Pêche,7233,5355 18 8204,8.6,34805.0,2,2012,R,806.2,1,9999,9999,9999,1,1480800,9999,9999
10 rue PATRICK,9999,39062,Victoriaville,7422,8702 65 2217,97.0,5556.4,1,2002,R,43.4,1,1,1,9999,9999,117900,9999,9999
21 rue VAUDREUIL,9999,39062,Victoriaville,7422,8702 91 5497,39.43,3424.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,48100,9999,9999
2 rue ROYALE,9999,39062,Victoriaville,7422,8703 22 0841,49.7,1119.8,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,21100,9999,9999
35 rue de la PROMENADE,9999,39062,Victoriaville,7422,8801 03 4635,63.42,3684.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,55400,9999,9999
99 rue MAURICE,9999,39062,Victoriaville,7422,8801 48 9967,60.9,1825.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,36300,9999,9999
45 rue des BOULEAUX,9999,39062,Victoriaville,7423,8902 49 2151,48.77,5202.6,1,1995,R,36.9,1,9999,9999,9999,1,476700,9999,9999
17 rue JEANNE,9999,39062,Victoriaville,7422,8905 84 2670,55.67,3000.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,45000,9999,9999
5 rue CATHERINE,9999,39062,Victoriaville,7422,9004 03 5343,83.52,3659.9,1,2002,R,36.7,1,1,9999,9999,1,158600,9999,9999
5 rue CAROLINE,9999,39062,Victoriaville,7422,9100 07 0760,42.55,3410.1,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,45600,9999,9999
30 rue de l' ACADEMIE,9999,39062,Victoriaville,7422,9102 66 2113,89.98,26817.0,1,1960,R,9999.0,9999,9999,9999,9999,1,1079000,9999,9999
2 rue DROUIN,9999,39062,Victoriaville,7239,9102 66 9860,32.25,1395.4,2,1949,R,1921.8,2,9999,9999,9999,1,539500,9999,9999
17 19 rue des FORGES,9999,39062,Victoriaville,7424,9102 76 5292,23.16,1233.4,1,1950,R,509.6,1,9999,9999,9999,3,685900,9999,9999
20 rue DE BIGARRE,100 rue SAINT-LOUIS,39062,Victoriaville,7239,9102 99 5847,646.08,25845.6,1,1999,R,200.7,1,9999,9999,9999,1,1880900,9999,9999
69 rue MONFETTE,9999,39062,Victoriaville,7452,9103 25 7944,34.08,2395.0,1,1953,R,730.4,1,9999,9999,9999,1,424300,9999,9999
150 154 rue NOTRE-DAME EST,5 19 rue PERREAULT,39062,Victoriaville,7219,9202 19 4064,18.34,5787.1,1,2015,R,3681.9,2,9999,9999,9999,1,21075900,9999,9999
701 rue de L'ACADIE,9999,39062,Victoriaville,7222,9204 96 2097,120.1,15959.9,1,2013,R,5811.6,1,9999,9999,9999,1,8964000,9999,9999
25 rue GAGNE,9999,39062,Victoriaville,7422,9302 01 3355,251.6,46787.0,1,9999,9999,9999.0,9999,9999,9999,9999,1,1118800,9999,9999
400 boulevard JUTRAS EST,9999,39062,Victoriaville,7451,9302 09 0423,9999.0,21231.8,1,1982,R,9999.0,9999,9999,9999,9999,1,12729500,9999,9999
18 rue JEANNE-MANCE,9999,39062,Victoriaville,7423,9302 77 3297,9999.0,32543.9,1,1984,R,71.8,1,9999,9999,9999,1,703800,9999,9999
474 boulevard JUTRAS EST,9999,39062,Victoriaville,7451,9303 22 9545,9999.0,12020.5,1,1972,R,2880.0,1,9999,9999,9999,1,5245600,9999,9999
500 boulevard JUTRAS EST,9999,39062,Victoriaville,7432,9303 32 8980,13.23,9050.4,1,2010,R,2313.8,1,9999,9999,9999,1,9627400,9999,9999
75 boulevard LABBE SUD,9999,39062,Victoriaville,7423,9303 54 4850,29.94,15178.6,1,2011,R,9999.0,9999,9999,9999,9999,1,1830100,9999,9999
909 rue ROBERT,9999,39062,Victoriaville,7422,9304 14 4375,19.79,2207.6,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,82800,9999,9999
106 rue de la MERE-SIMON,9999,39062,Victoriaville,7422,9304 67 8249,43.62,2792.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,93100,9999,9999
41 rue IMBEAULT,9999,39062,Victoriaville,7422,9306 82 0634,37.54,2710.6,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,49300,9999,9999
25 29 rue LAPIERRE,9999,39062,Victoriaville,7422,9401 02 8997,60.96,1858.1,9999,1988,R,9999.0,9999,9999,9999,9999,1,125300,9999,9999
660 à boulevard des BOIS-FRANCS SUD,9999,39062,Victoriaville,7422,9401 37 0941,9999.0,18983.3,1,1969,R,195.5,1,9999,9999,9999,1,823100,9999,9999
735 boulevard des BOIS-FRANCS SUD,9999,39062,Victoriaville,7424,9401 42 9397,37.3,27850.5,1,1985,R,1161.9,1,9999,9999,9999,1,2555800,9999,9999
129 rue du CURE-LARUE,9999,39062,Victoriaville,7422,9402 74 8072,149.59,17813.0,1,2003,R,50.6,1,1,9999,9999,1,470200,9999,9999
13 rue de l' ENTENTE,9999,39062,Victoriaville,7233,9403 06 7667,94.52,4293.5,1,1990,R,1134.7,1,9999,9999,9999,1,1158300,9999,9999
33 rue PRONOVOST,9999,39062,Victoriaville,7422,9405 35 2893,48.77,4892.1,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,151300,9999,9999
70 rue ROGER-LUSSIER,9999,39062,Victoriaville,7422,9502 60 1127,9999.0,5143.5,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,212200,9999,9999
17 rue de CANNES,9999,39062,Victoriaville,7422,9506 34 5120,63.95,3080.1,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,49300,9999,9999
100 rue MESSIER,9999,54120,Saint-Louis,7423,4579 70 4661,92.75,20280.0,1,1986,R,380.5,1,9999,9999,9999,1,362900,9999,9999
110 rue Lauze,9999,33080,Saint-Édouard-de-Lotbinière,7219,0260 91 7230,134.91,25918.5,1,9999,9999,9999.0,9999,9999,9999,9999,2,583400,9999,9999
188 rue Gaudreault,9999,94255,Saint-Ambroise,7451,4480 60 7090,121.92,7432.0,1,9999,9999,2044.0,1,9999,9999,9999,1,2699300,9999,9999
156 rue Gaudreault,9999,94255,Saint-Ambroise,7424,4480 71 9721,3279.66,147136.0,1,9999,9999,9999.0,9999,9999,9999,9999,1,2275100,9999,9999
93 avenue de GRAND-PRE,9999,5045,Bonaventure,7499,3023 93 3879,44.01,14550.4,1,9999,9999,9999.0,9999,9999,9999,9999,1,294400,9999,9999
100 rue GUILBAULT,9999,53072,Yamaska,7290,5196 26 6063,140.18,13179.1,1,1985,R,205.7,1,9999,9999,9999,1,342800,9999,9999
11 rue PRINCIPALE,9999,15025,Notre-Dame-des-Monts,7424,1380 96 4575,9999.0,104.0,1,1982,R,92.6,1,1,9999,9999,1,59300,9999,9999
9 15 rue PRINCIPALE,9999,15025,Notre-Dame-des-Monts,7233,1380 96 9381,97.54,22308.0,2,9999,9999,273.1,1,5,9999,9999,4,328600,9999,9999
6 rue des Fermières,9999,4030,La Martre,7219,0152 57 3122,9999.0,2602.0,1,1924,R,9999.0,9999,9999,9999,9999,1,71600,9999,9999
3731 chemin de VAL-LIMOGES,9999,79088,Mont-Laurier,7423,6363 91 3441,195.47,18200.0,1,9999,E,96.0,1,1,9999,9999,1,64500,9999,9999
3600 chemin de VAL-LIMOGES,9999,79088,Mont-Laurier,7219,6462 24 7330,33.64,21500.0,1,1949,R,250.8,1,9999,9999,9999,1,385700,9999,9999
2063 chemin du LAC GATINEAU,9999,79088,Mont-Laurier,7429,7056 04 5366,58.38,1428.8,9999,9999,E,9999.0,9999,9999,9999,9999,9999,28600,9999,9999
chemin du 8 IEME RANG NORD,9999,79088,Mont-Laurier,7429,7359 26 2460,15.26,488.6,9999,9999,E,9999.0,9999,9999,9999,9999,9999,9900,9999,9999
1430 boulevard des RUISSEAUX,9999,79088,Mont-Laurier,7229,7458 90 7093,9999.0,12000.0,1,1986,R,156.0,1,9999,9999,9999,9999,297300,9999,9999
1429 boulevard des RUISSEAUX,9999,79088,Mont-Laurier,7611,7557 09 7880,98.18,4664.9,9999,9999,E,9999.0,9999,9999,9999,9999,9999,128700,9999,9999
rue des SOURCES,9999,79088,Mont-Laurier,7611,7659 91 4120,65.31,3240.6,9999,9999,E,9999.0,9999,9999,9999,9999,9999,25900,9999,9999
carré du MOULIN (PROJETE),9999,79088,Mont-Laurier,7429,7756 25 6599,30.48,1393.5,9999,9999,E,9999.0,9999,9999,9999,9999,9999,300,9999,9999
chemin du QUAI,9999,79088,Mont-Laurier,7429,7948 75 3982,18.44,1253.0,9999,9999,E,9999.0,9999,9999,9999,9999,9999,67700,9999,9999
2343 chemin du 4 IEME RANG SUD,9999,79088,Mont-Laurier,7459,7956 45 8736,54.41,6613.7,1,1994,R,62.4,1,1,9999,9999,9999,122300,9999,9999
rue des GLAIEULS,9999,79088,Mont-Laurier,7429,7956 64 2006,46.31,2523.0,9999,2003,R,9999.0,1,1,9999,9999,9999,50900,9999,9999
rue de la GAIETE,9999,79088,Mont-Laurier,7611,7960 99 4035,45.72,2806.1,9999,9999,E,9999.0,9999,9999,9999,9999,9999,23100,9999,9999
chemin du LAC-DE-LA-DAME,9999,79088,Mont-Laurier,7429,7961 20 3262,30.48,681.1,9999,9999,E,9999.0,9999,9999,9999,9999,9999,200,9999,9999
rue des ALGONQUINS,9999,79088,Mont-Laurier,7611,8057 56 8448,9999.0,596.1,9999,9999,E,9999.0,9999,9999,9999,9999,9999,18100,9999,9999
chemin du LAC-DU-CLUB,9999,79088,Mont-Laurier,7429,8060 36 7723,33.32,1744.3,9999,9999,E,9999.0,9999,9999,9999,9999,9999,11900,9999,9999
543 rue du PONT,9999,79088,Mont-Laurier,7219,8157 35 5505,9999.0,12742.0,3,2014,R,9999.0,9999,9999,9999,9999,1,11597600,9999,9999
795 rue ALIX,9999,79088,Mont-Laurier,7432,8158 32 9498,55.13,5117.0,1,1972,R,951.7,1,9999,9999,9999,1,3520200,9999,9999
801 rue ALIX,9999,79088,Mont-Laurier,7451,8158 33 7868,87.12,7446.0,1,1967,R,3456.5,1,9999,9999,9999,1,4478600,9999,9999
rue de la MADONE,9999,79088,Mont-Laurier,7611,8158 90 8849,37.92,399.7,9999,9999,E,9999.0,9999,9999,9999,9999,9999,46600,9999,9999
137 chemin du LAC-DU-CLUB,9999,79088,Mont-Laurier,7422,8160 23 1515,206.39,18800.0,1,1988,E,9999.0,9999,9999,9999,9999,1,118400,9999,9999
rue LAFLEUR,9999,79088,Mont-Laurier,7611,8256 35 0335,47.91,4871.2,9999,9999,E,9999.0,9999,9999,9999,9999,9999,68600,9999,9999
rue HEBERT,9999,79088,Mont-Laurier,7422,8257 09 5203,9999.0,1284.1,9999,9999,E,9999.0,9999,9999,9999,9999,9999,100200,9999,9999
rue PANET,9999,79088,Mont-Laurier,7499,8257 58 1209,41.06,39157.7,1,2011,R,48.2,1,9999,9999,9999,1,277300,9999,9999
833 rue DORION,9999,79088,Mont-Laurier,7229,8258 02 1337,26.68,20008.3,1,1900,R,193.8,1,9999,9999,9999,9999,99100,9999,9999
1070 chemin GEORGES,9999,52007,Lavaltrie,7423,1688 38 1371,273.01,22799.6,1,1989,E,162.0,1,9999,9999,9999,1,807100,9999,9999
43 rue CARMEN,9999,52007,Lavaltrie,7422,2081 55 8476,33.58,4599.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,250000,9999,9999
rue des GOELANDS,9999,52007,Lavaltrie,7611,2081 91 8510,98.21,5206.1,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,280200,9999,9999
590 rue NOTRE-DAME,9999,52007,Lavaltrie,7425,2081 94 1907,20.71,1535.9,1,1971,R,265.2,1,9999,9999,9999,1,277800,9999,9999
47 49 chemin de LAVALTRIE,9999,52007,Lavaltrie,7424,2183 04 7621,100.04,8359.6,1,1985,R,543.1,1,9999,9999,9999,2,1824300,9999,9999
rue STEPHANIE,9999,52007,Lavaltrie,7611,2183 72 4281,46.71,2812.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,176000,9999,9999
120 160 rue SAINT-ANTOINE SUD,9999,52007,Lavaltrie,7424,2282 16 9857,270.57,45097.6,1,9999,9999,9999.0,9999,9999,9999,9999,1,3977500,9999,9999
rue GEORGES-ALBINI-LACOMBE,9999,52007,Lavaltrie,7611,2283 06 1761,94.77,3316.1,9999,1997,R,9999.0,1,9999,9999,9999,9999,229500,9999,9999
286 rue PRINCIPALE,9999,50100,Baie-du-Febvre,7219,6410 89 5220,31.9,5874.6,1,1980,R,103.7,1,1,9999,9999,1,146000,9999,9999
rue PRINCIPALE,9999,50100,Baie-du-Febvre,7424,6510 07 0775,43.09,28397.3,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,252100,9999,9999
288 rue PRINCIPALE,9999,50100,Baie-du-Febvre,7424,6510 09 9622,75.85,95772.9,1,9999,9999,9999.0,1,9999,9999,9999,1,1799800,9999,9999
420 route MARIE-VICTORIN,9999,50100,Baie-du-Febvre,7290,6511 35 6143,44.66,2146.1,2,1993,R,475.3,1,5,9999,9999,2,519900,9999,9999
72 rue du QUEBEC,9999,41055,Ascot Corner,7422,0334 00 5916,22.86,30511.2,1,9999,9999,9999.0,9999,9999,9999,9999,1,301400,9999,9999
171 rue du PARC,9999,41055,Ascot Corner,7422,0535 44 7384,124.63,13252.4,1,1978,E,19.3,1,9999,9999,9999,1,348000,9999,9999
5655 route 112,9999,41055,Ascot Corner,7239,0535 70 2445,50.68,3126.9,1,9999,9999,9999.0,9999,9999,9999,9999,1,242800,9999,9999
5699 rue PRINCIPALE,9999,41055,Ascot Corner,7239,0535 82 3930,43.06,4535.3,2,1952,R,953.2,1,9999,9999,9999,2,778300,9999,9999
5688 rue PRINCIPALE,9999,41055,Ascot Corner,7611,0535 91 3725,48.14,28227.3,1,9999,9999,9999.0,9999,9999,9999,9999,3,468700,9999,9999
chemin du VIEUX-MOULIN,9999,61005,Saint-Paul,7611,1094 83 7564,68.43,39170.5,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,177000,9999,9999
150 rue ROYALE,9999,61005,Saint-Paul,7423,0994 16 2459,196.51,25239.8,1,2008,R,284.1,1,9999,9999,9999,1,1057200,9999,9999
13 chemin SAINT-JACQUES,9999,61005,Saint-Paul,7419,0896 06 1540,91.44,5821.7,1,2000,R,2446.6,1,9999,9999,9999,3,1292200,9999,9999
avenue du LITTORAL,9999,61005,Saint-Paul,7611,1194 34 4608,62.55,32184.1,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,305100,9999,9999
rue ROYALE,9999,61005,Saint-Paul,7422,0894 89 6006,51.82,115861.2,1,2005,R,9999.0,1,9999,9999,9999,9999,295700,9999,9999
avenue du LITTORAL,9999,61005,Saint-Paul,7611,1194 26 1611,9999.0,23157.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,60500,9999,9999
186 rang des AMBROISE,9999,51035,Saint-Léon-le-Grand,7421,4830 68 3773,150.74,30461.4,1,1985,R,336.6,1,9999,9999,9999,1,444200,9999,9999
89 rue de la RIVELAINE,9999,71065,Notre-Dame-de-l'Île-Perrot,7422,7027 94 3712,206.07,53297.0,1,9999,9999,9999.0,9999,9999,9999,9999,1,4970800,9999,9999
10 144 IEME AVENUE,9999,71065,Notre-Dame-de-l'Île-Perrot,7422,7223 93 5980,321.59,31329.4,1,2016,R,35.7,1,9999,9999,9999,1,1172900,9999,9999
2246 boulevard PERROT,9999,71065,Notre-Dame-de-l'Île-Perrot,7425,7323 24 7693,29.35,1323.6,1,1930,R,275.2,1,9999,9999,9999,1,218600,9999,9999
boulevard PERROT,9999,71065,Notre-Dame-de-l'Île-Perrot,7611,7424 60 0923,88.07,6731.8,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,168800,9999,9999
chemin du VIEUX-MOULIN,9999,71065,Notre-Dame-de-l'Île-Perrot,7611,7524 35 9112,272.82,8016.9,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,912900,9999,9999
10 rue AUMAIS,9999,71065,Notre-Dame-de-l'Île-Perrot,7423,7525 20 9866,321.89,39491.7,1,1990,R,105.3,1,9999,9999,9999,1,2251100,9999,9999
67 avenue MOREL,9999,14050,Kamouraska,7239,5269 38 7117,11.95,2944.7,1,1989,R,447.6,1,9999,9999,9999,1,747800,9999,9999
rue du VERGER,9999,62037,Rawdon,7611,7599 97 3882,76.52,11871.3,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,17800,9999,9999
3153 rue du TENNIS,9999,62037,Rawdon,7433,7900 35 6181,25.91,638.0,1,1991,R,9999.0,9999,9999,9999,9999,9999,30500,9999,9999
boulevard PONTBRIAND,9999,62037,Rawdon,7499,8001 35 1322,53.34,1711.9,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,18800,9999,9999
rue LEE,9999,62037,Rawdon,7499,8001 44 0835,131.68,6195.7,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,25000,9999,9999
rue WHIPPOORWILL,9999,62037,Rawdon,7433,8003 65 3739,45.5,1363.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,8500,9999,9999
6595 boulevard PONTBRIAND,9999,62037,Rawdon,7611,8101 05 9360,495.31,48537.2,1,2010,R,9999.0,1,9999,9999,9999,9999,426500,9999,9999
rue SUZOR-COTE,9999,62037,Rawdon,7611,8102 31 7337,59.65,7488.3,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,0,9999,9999
chemin du LAC-GRATTEN,9999,62037,Rawdon,7611,8202 02 5235,65.15,6642.6,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,0,9999,9999
croissant du LAC,9999,62037,Rawdon,7611,8401 61 1806,80.75,3000.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,48000,9999,9999
3869 rue QUEEN,9999,62037,Rawdon,7425,8800 19 0606,27.43,1505.2,2,1940,R,474.4,1,5,9999,9999,1,366800,9999,9999
3660 3662 rue QUEEN,9999,62037,Rawdon,7425,8800 73 4794,16.76,1063.4,3,1977,E,593.9,1,9999,6,9999,2,483400,9999,9999
rue QUEEN,9999,62037,Rawdon,7290,8800 73 8457,20.57,1286.8,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,110600,9999,9999
3604 rue ALBERT,9999,62037,Rawdon,7219,8800 81 0906,66.73,1995.0,1,1950,R,238.2,1,4,9999,9999,1,250000,9999,9999
3412 3442 8e AVENUE,9999,62037,Rawdon,7611,8801 83 0125,412.02,69248.6,1,9999,9999,9999.0,9999,9999,9999,9999,2,2062900,9999,9999
1re AVENUE,9999,62037,Rawdon,7423,8899 81 2195,258.86,8984.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,55500,9999,9999
3569 rue METCALFE,9999,62037,Rawdon,7219,8900 12 7582,46.79,2220.6,1,1969,E,190.1,1,9999,9999,9999,1,237600,9999,9999
chemin du LAC-AUX-SOURCES,9999,62037,Rawdon,7611,9004 99 1092,86.26,4537.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,100,9999,9999
rue de la MESANGE,9999,62037,Rawdon,7611,9197 58 8859,33.34,8209.8,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,49600,9999,9999
rue du BOISE,9999,62037,Rawdon,7611,9198 32 9955,4.57,3328.8,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,6700,9999,9999
rue du BOISE,9999,62037,Rawdon,7611,9198 51 1615,4.57,2968.7,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,6700,9999,9999
rue des CERFS,9999,62037,Rawdon,7611,9198 62 4298,120.06,13344.6,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,27400,9999,9999
622 rue MARTIN,9999,93020,Hébertville,7424,1761 39 5104,301.0,13539.3,1,1985,E,161.2,1,9999,9999,9999,1,532000,9999,9999
rue VILLENEUVE,9999,93020,Hébertville,7423,1761 68 8635,9999.0,20113.4,1,9999,9999,9999.0,9999,9999,9999,9999,9999,79800,9999,9999
rue PRINCIPALE,9999,54060,Saint-Dominique,7611,5348 30 3746,153.1,973280.0,9999,9999,9999,9999.0,9999,9999,9999,9999,1,276600,9999,9999
rue DEMERS,9999,54060,Saint-Dominique,7611,5547 13 6765,13.3,1638.1,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,101400,9999,9999
548 rue SAINT-DOMINIQUE,9999,54060,Saint-Dominique,7424,5547 77 6613,297.04,30839.5,1,1991,R,557.5,1,9999,9999,9999,1,1245200,9999,9999
rang SAINTE-ANNE,9999,11005,Saint-Clément,7611,1009 87 2235,125.69,10691.8,1,1974,R,39.7,1,1,9999,9999,1,25700,9999,9999
393 rue Pichette,9999,21035,Château-Richer,7422,6306 13 7734,101.08,824520.1,1,2019,R,241.4,1,9999,9999,9999,1,2970500,9999,9999
rue Roland-Rancourt,9999,21035,Château-Richer,7611,6706 34 8205,30.94,1123.3,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,126500,9999,9999
rue Roland-Rancourt,9999,21035,Château-Richer,7611,6706 52 2632,36.5,1123.7,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,150900,9999,9999
rue Lafortune,9999,21035,Château-Richer,7611,6706 52 5254,36.5,1405.3,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,168600,9999,9999
1100 rue des ERABLES,9999,90012,La Tuque,7423,5851 97 3130,128.85,16619.4,1,9999,9999,55.8,1,9999,9999,9999,1,417800,9999,9999
59 rue MARIE-ROLLET,9999,90012,La Tuque,7499,5852 12 6674 006,9999.0,9999.0,1,1998,R,222.4,1,9999,9999,9999,1,104900,9999,9999
355 rue NEREE-BEAUCHEMIN,9999,90012,La Tuque,7421,5853 92 5945,240.08,7550.9,1,1976,R,157.4,1,9999,9999,9999,1,340200,9999,9999
75 rue MONTCALM,9999,90012,La Tuque,7290,5854 04 3983,576.45,20921.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,392100,9999,9999
rue MAISONNEUVE,9999,90012,La Tuque,7611,5854 09 3766,7.65,1660.2,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,46800,9999,9999
525 rue SAINT-EUGENE,9999,90012,La Tuque,7290,5855 98 8675,129.54,16910.0,1,1970,R,1065.8,1,9999,9999,9999,1,2589500,9999,9999
318 rue SAINT-MICHEL,9999,90012,La Tuque,7422,5856 75 9797,79.25,6038.7,1,9999,9999,126.0,1,9999,9999,9999,1,160300,9999,9999
rue des BOULEAUX,9999,90012,La Tuque,7421,5952 14 8862,21.0,6902.4,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,86300,9999,9999
360 rue LUCIEN-FILION,9999,90012,La Tuque,7451,5956 03 3702,208.03,15230.0,1,9999,9999,9999.0,9999,9999,9999,9999,1,6476000,9999,9999
513 515 rue SAINT-MICHEL,9999,90012,La Tuque,7425,5956 55 6134,14.9,420.0,1,1995,E,130.8,1,9999,1,9999,1,178700,9999,9999
35 rue LAFLECHE,9999,90012,La Tuque,7422,5957 48 8727,15.24,43319.0,1,1989,R,44.9,1,9999,9999,9999,9999,346700,9999,9999
42 rue PRINCIPALE,9999,90012,La Tuque,7239,6172 70 9098,75.92,14944.2,1,1950,R,447.9,1,9999,1,9999,1,631600,9999,9999
chemin du LAC-A-LA-LIGNE,9999,90012,La Tuque,7499,6357 22 0000,100.0,25000.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,22000,9999,9999
3100 chemin du LAC-WAYAGAMAC,9999,90012,La Tuque,7499,6549 86 7040,54.0,4000.0,1,1984,E,130.8,1,9999,1,9999,1,93200,9999,9999
1 ANCIEN CH. DU LAC STE-ROSE,9999,52095,Mandeville,7219,1042 14 5270,152.41,17440.6,1,1990,R,91.4,1,1,9999,9999,1,75800,9999,9999
chemin ROYAL,9999,20025,Saint-Pierre-de-l'Île-d'Orléans,7433,6194 36 1036,42.67,5404.1,1,1967,R,9999.0,9999,9999,9999,9999,1,215000,9999,9999
517 route des PRETRES,9999,20025,Saint-Pierre-de-l'Île-d'Orléans,7290,6194 44 1741,71.41,5325.9,1,9999,9999,9999.0,9999,9999,9999,9999,3,1397900,9999,9999
503 chemin du CARREFOUR,9999,20025,Saint-Pierre-de-l'Île-d'Orléans,7424,6195 37 1132,35.96,113858.0,1,9999,9999,9999.0,9999,9999,4,9999,1,1928200,9999,9999
1721 chemin ROYAL,9999,20025,Saint-Pierre-de-l'Île-d'Orléans,7424,6296 15 7173,82.01,105485.4,1,9999,9999,9999.0,9999,9999,3,9999,1,1268200,9999,9999
953 rue de la BERGE,9999,98040,Havre-Saint-Pierre,7233,6867 31 7172,30.48,930.5,1,2013,R,606.5,1,9999,9999,9999,1,2241900,9999,9999
1020 avenue des FONDATEURS,9999,98040,Havre-Saint-Pierre,7451,6868 80 2962,281.6,25117.5,1,9999,9999,9999.0,9999,9999,9999,9999,2,1484300,9999,9999
1322 rue de la DIGUE,9999,98040,Havre-Saint-Pierre,7233,6968 61 6115,45.72,2790.2,1,1994,R,144.9,1,1,9999,9999,1,208500,9999,9999
10700 route 138 EST,9999,98040,Havre-Saint-Pierre,7239,9677 48 5125,50.0,4000.0,1,1999,R,100.8,1,1,9999,9999,1,87900,9999,9999
rue PRINCIPALE,9999,92030,Albanel,7423,8216 22 9256,127.81,7836.9,1,1990,R,9999.0,9999,9999,9999,9999,9999,108500,9999,9999
1491 1493 route 169,9999,92030,Albanel,7424,8619 04 8790,121.78,9157.0,1,1975,R,245.1,1,1,9999,9999,1,160000,9999,9999
2300 chemin SAINT-CLARE,9999,66072,Mont-Royal,7611,9340 07 8292 1 08,127.78,7716.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,8799900,9999,9999
chemin SUNSET,9999,66072,Mont-Royal,7611,9241 86 6072 3 08,121.92,7067.0,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,7822900,9999,9999
chemin DUMFRIES,9999,66072,Mont-Royal,7611,9342 36 8669 5 08,9999.0,1772.5,9999,9999,9999,9999.0,9999,9999,9999,9999,9999,2242200,9999,9999
